,tweet_source,tweet_text,tweet_date,tweet_vader_score,tweet_pos_score,tweet_neu_score,tweet_neg_score
275,CBS News,"Ariana Grande's tattoo says ""BBQ Grill"" in Japanese instead of ""7 rings"" https://t.co/9UPXFN19YK https://t.co/iXEdsOR9EI",Wed Jan 30 19:59:44 +0000 2019,0.0,0.0,1.0,0.0
276,CBS News,"""Inexcusable"": Washington Gov. Jay Inslee says Howard Schultz could help reelect President Trump if he runs as an i… https://t.co/kpKtGuHoBX",Wed Jan 30 19:19:40 +0000 2019,0.4019,0.124,0.876,0.0
277,CBS News,"NFL Commissioner Roger Goodell addresses the controversial no-call in NFC championship game: ""Our officials are hum… https://t.co/huwc9tUNGM",Wed Jan 30 19:14:31 +0000 2019,-0.516,0.125,0.605,0.269
278,CBS News,"""A physician in the 90s, back in the U.K., made some fraudulent statements based on data that was fraudulent data,""… https://t.co/SKG5Zakz2e",Wed Jan 30 19:00:36 +0000 2019,-0.7506,0.0,0.748,0.252
279,CBS News,"REALLY COOL: It's so cold in Cedar Rapids, Iowa, that a couple threw boiling water into the air outside their house… https://t.co/OGcEnDfojK",Wed Jan 30 18:40:19 +0000 2019,0.6198,0.169,0.831,0.0
280,The New York Times,"RT @NYTSports: “We can’t have people in this city starving,” the man outside St. James' Park said. “It is a badge of shame.” How British so…",Wed Jan 30 23:15:07 +0000 2019,0.0,0.0,1.0,0.0
281,The New York Times,"Tyson Foods recalled more than 36,000 pounds of chicken nuggets after pieces of rubber were found in the food https://t.co/uqIYEtmoDq",Wed Jan 30 23:00:03 +0000 2019,0.0,0.0,1.0,0.0
282,The New York Times,A new study links a marine heatwave to the mass disappearance of starfish along the West Coast https://t.co/8nNwQsjt8y,Wed Jan 30 22:45:06 +0000 2019,0.0,0.0,1.0,0.0
283,The New York Times,"""Antisemitism: Here and Now"" aims not to break new scholarly ground but to awaken its audience to the nature, persi… https://t.co/iXYGrUBQar",Wed Jan 30 22:30:05 +0000 2019,0.0,0.0,1.0,0.0
284,The New York Times,Do e-cigarettes actually help smokers quit? The first large study gives a clear answer: yes. Almost twice as well a… https://t.co/eHzjXcN32y,Wed Jan 30 22:19:40 +0000 2019,0.8332,0.381,0.619,0.0
285,The New York Times,RT @NYTMetro: SNOW SQUALL. Bitter cold to come. https://t.co/5sL8rTDy9d https://t.co/jrjtyd7Wid,Wed Jan 30 22:15:05 +0000 2019,-0.4215,0.0,0.763,0.237
286,The New York Times,"She said she couldn't breathe, but the jail guard said she ""seemed to be talking just fine."" She was dying. https://t.co/rQhQHaPTNh",Wed Jan 30 22:00:17 +0000 2019,0.0,0.0,1.0,0.0
287,The New York Times,This recipe for astonishingly delicious creamy lemon pasta is surprisingly easy to make https://t.co/rI2wG6DmV6,Wed Jan 30 21:50:03 +0000 2019,0.8316,0.444,0.556,0.0
288,The New York Times,Food retailers in Britain warned lawmakers this week: We're short on patience and we could end up short on food https://t.co/aIidQ95s0f,Wed Jan 30 21:45:09 +0000 2019,-0.2732,0.0,0.905,0.095
289,The New York Times,"As customers and workers struggle with the trauma of witnessing a fatal hammer attack at a Brooklyn restaurant, the… https://t.co/HRLa0SFBfI",Wed Jan 30 21:35:06 +0000 2019,-0.8934,0.0,0.545,0.455
290,The New York Times,"As Brexit looks increasingly messy and self-destructive, there is a growing sense, even in the populist corners of… https://t.co/gud3dntOQJ",Wed Jan 30 21:20:04 +0000 2019,-0.2023,0.084,0.792,0.124
291,The New York Times,"RT @NYTMetro: We're bringing you a special evening edition of New York Today, our morning newsletter, as the brutal cold front arrives in t…",Wed Jan 30 21:09:40 +0000 2019,-0.34,0.097,0.755,0.147
292,The New York Times,Hospitals in the midwestern U.S. have treated dozens of frostbite patients as a result of recent extreme cold tempe… https://t.co/QvXWLf5Y79,Wed Jan 30 21:05:05 +0000 2019,0.0,0.0,1.0,0.0
293,The New York Times,No host. Only two musical numbers. Categories shuffled to commercial breaks. Are the Oscars ashamed to be the Oscar… https://t.co/Zg0vIeZKLa,Wed Jan 30 20:50:07 +0000 2019,-0.6486,0.0,0.773,0.227
294,The New York Times,Iran's President Hassan Rouhani is blaming America sanctions for the country's economic situation https://t.co/MXHIc4sJ0j,Wed Jan 30 20:35:03 +0000 2019,-0.4939,0.0,0.802,0.198
295,The New York Times,"10 days after a controversial noncall marred the ending of the NFC championship game, NFL Commissioner Roger Goodel… https://t.co/yS60z05yxE",Wed Jan 30 20:20:05 +0000 2019,-0.516,0.12,0.622,0.258
296,The New York Times,Very few issues can bring together U.S. lawmakers of both parties. Animal cruelty is one of them. https://t.co/68l3Q92Lbn,Wed Jan 30 20:05:07 +0000 2019,-0.296,0.119,0.708,0.173
297,The New York Times,Thinking about quitting Facebook? A major new study offers a glimpse of what unplugging might do for your life. (Sp… https://t.co/8DzznG0rnH,Wed Jan 30 19:50:04 +0000 2019,0.0,0.0,1.0,0.0
298,The New York Times,"The judge presiding over more than 1,500 federal opioid lawsuits had hoped to settle them by now. But the behemoth… https://t.co/UOhGj01PDi",Wed Jan 30 19:35:04 +0000 2019,0.25,0.112,0.819,0.069
299,The New York Times,"On Venezuela, Russian columnists and TV pundits ask daily, ""What should Russia do?"" So far, the answer from the Kre… https://t.co/f2b42n7rMB",Wed Jan 30 19:20:05 +0000 2019,0.0,0.0,1.0,0.0
300,Fox News,"Devotees lit earthen lamps in Ayodhya, India as part of Diwali celebrations, also known as a festival of lights, on… https://t.co/uWGZnrkvqD",Thu Nov 08 07:51:00 +0000 2018,0.5719,0.207,0.793,0.0
301,Fox News,".@TGowdySC on Jeff Sessions resigning: ""It was going to happen...He's been a proverbial dead man walking for severa… https://t.co/ojKL4KMFTz",Thu Nov 08 07:41:00 +0000 2018,-0.7351,0.0,0.721,0.279
302,Fox News,Mob chants threats outside @TuckerCarlson’s DC home https://t.co/IJE8m5gjWi,Thu Nov 08 07:31:00 +0000 2018,-0.4215,0.0,0.714,0.286
303,Fox News,".@TuckerCarlson: ""Supporting marriage and children is the best, maybe the only way, for Republicans or any of us to… https://t.co/fqPwC8XTaY",Thu Nov 08 07:21:00 +0000 2018,0.7964,0.283,0.717,0.0
304,Fox News,.@KennedyNation: Dems in 2020 better without Nancy https://t.co/54vTCiffG4,Thu Nov 08 07:16:00 +0000 2018,0.4404,0.293,0.707,0.0
305,Fox News,Battleground-state Dems who opposed Kavanaugh all defeated https://t.co/guqMSVjd74,Thu Nov 08 07:11:00 +0000 2018,-0.4767,0.0,0.693,0.307
306,Fox News,".@Jim_Jordan on his run for House GOP leader: “We have to match [@POTUS’s] intensity, that’s what I want to do. If… https://t.co/2VOW1ykCsI",Thu Nov 08 07:01:00 +0000 2018,0.0772,0.061,0.939,0.0
307,Fox News,.@senatemajldr: Dem Votes Against Kavanaugh Were a 'Godsend' to GOP in Midterms https://t.co/ietr8sP4EQ,Thu Nov 08 06:51:00 +0000 2018,0.0,0.0,1.0,0.0
308,Fox News,.@marcthiessen: “There’s lots of things that Democrats could take a stand on that they find inherently unacceptable… https://t.co/c7UFDzFd60,Thu Nov 08 06:41:00 +0000 2018,0.0,0.0,1.0,0.0
309,Fox News,".@DarrellIssa on the Mueller probe: ""Two years is a long time to look for a crime you can't prove.""… https://t.co/plX9kxpSXy",Thu Nov 08 06:36:00 +0000 2018,-0.5423,0.0,0.829,0.171
310,Fox News,"Second teen dies of gunshot wound after Oklahoma mom's rampage, authorities say https://t.co/VUQxsa3mq3",Thu Nov 08 06:31:00 +0000 2018,0.0,0.0,1.0,0.0
311,Fox News,.@marcthiessen: “The president today made very clear that he wants to cut deals with the Democrats. And quite frank… https://t.co/MGVdJQVfUt,Thu Nov 08 06:21:00 +0000 2018,0.2006,0.126,0.783,0.091
312,Fox News,"Florida Highway Patrol cruiser hits 142 mph in pursuit, catches on fire https://t.co/GqWKI45AAm",Thu Nov 08 06:11:00 +0000 2018,-0.34,0.0,0.833,0.167
313,Fox News,Democratic strategist @LeslieMarshall: “What we need is not a wall — and not a wall that we can’t afford — but comp… https://t.co/TzRWVJQeVv,Thu Nov 08 06:01:00 +0000 2018,0.0,0.0,1.0,0.0
314,Fox News,"Sex offender gets 22 years after missing boy, 14, found in his room at halfway house, authorities say https://t.co/sDd0VQzob4",Thu Nov 08 05:51:00 +0000 2018,-0.5719,0.0,0.783,0.217
315,Fox News,".@POTUS touts Senate gains, @LelandVittert breaks down the results @foxnewsnight https://t.co/VMzif8sgHH",Thu Nov 08 05:41:00 +0000 2018,0.3182,0.192,0.72,0.088
316,Fox News,Former Kavanaugh colleague among group being considered to replace Sessions as AG: reports https://t.co/HxAlDZx2Mg,Thu Nov 08 05:31:00 +0000 2018,0.0,0.0,1.0,0.0
317,Fox News,"Too close to call: Meticulous vote count transpiring in Arizona Senate race, @aacuna1 reports @foxnewsnight https://t.co/DV6EX4Ogxe",Thu Nov 08 05:26:00 +0000 2018,0.0,0.0,1.0,0.0
318,Fox News,"Former SEAL Mocked by 'SNL' Wins TX House Seat, Calls for More Vets in Congress https://t.co/T0PAhopphH… https://t.co/qhS5BVOE2U",Thu Nov 08 05:21:01 +0000 2018,0.6841,0.298,0.603,0.099
319,Fox News,South Carolina voter told to remove 'Trump' shirt in order to vote: report https://t.co/xWY2EdSpDF,Thu Nov 08 05:11:00 +0000 2018,0.0,0.0,1.0,0.0
320,CNN,President Trump can't bully his intelligence agencies into submission | By @joshscampbell for @CNNOpinion… https://t.co/vwWqp96eoC,Thu Jan 31 01:04:27 +0000 2019,0.0191,0.153,0.698,0.149
321,CNN,"Public works employees in Florida were responding to reports of a possible sinkhole when they stumbled upon a ""very… https://t.co/9IoQI8H3jt",Thu Jan 31 00:54:30 +0000 2019,0.0,0.0,1.0,0.0
322,CNN,The defendant in the mystery grand jury subpoena challenge related to the Mueller investigation is being represente… https://t.co/4GwqPL2gWe,Thu Jan 31 00:44:43 +0000 2019,0.5106,0.212,0.788,0.0
323,CNN,"When combined with one-on-one behavior therapy, e-cigarettes are more effective in helping people quit smoking than… https://t.co/k0VVEGitgj",Thu Jan 31 00:34:30 +0000 2019,0.7056,0.281,0.719,0.0
324,CNN,"With a top speed of 207 mph and a starting price of around $215,000, the 2019 Bentley Continental GT is performance… https://t.co/rHoOGkwjcE",Thu Jan 31 00:31:00 +0000 2019,0.5622,0.205,0.795,0.0
325,CNN,Why you can't miss Puppy Bowl 2019 | By Alice Driver for @CNNOpinion https://t.co/ruLmhD3hfH https://t.co/lBHVdpuMLY,Thu Jan 31 00:23:58 +0000 2019,0.1139,0.1,0.9,0.0
326,CNN,RT @CNNSitRoom: CNN’s @RebeccaBuck: “The President should know better. He should know better or have someone on his staff who tells him he…,Thu Jan 31 00:19:12 +0000 2019,0.7003,0.216,0.784,0.0
327,CNN,"RT @CNNSitRoom: Jerome Corsi insists that on the day the “Access Hollywood” tape was released during the 2016 campaign, Roger Stone wanted…",Thu Jan 31 00:18:41 +0000 2019,0.0,0.0,1.0,0.0
328,CNN,A mild traumatic brain injury -- such as from a car crash or violent assault -- may be linked to a higher risk of P… https://t.co/pbS1dtIJTY,Thu Jan 31 00:13:35 +0000 2019,-0.9584,0.0,0.472,0.528
329,CNN,"When a polar vortex hits, make borscht | By David Perry for @CNNOpinion https://t.co/HI1xzX55QB https://t.co/GNOeNgPyHs",Thu Jan 31 00:03:00 +0000 2019,0.0,0.0,1.0,0.0
330,CNN,New Orleans head coach Sean Payton says he ate ice cream and watched Netflix for 3 days after the Saints lost the N… https://t.co/3dGTNTLLx9,Wed Jan 30 23:54:43 +0000 2019,-0.3182,0.0,0.905,0.095
331,CNN,"RT @CNNBusiness: Today's afternoon business headlines:

- Fed holds rates steady amid economic uncertainty
- US stocks surge on earnings, F…",Wed Jan 30 23:50:14 +0000 2019,-0.34,0.0,0.882,0.118
332,CNN,RT @CNNSitRoom: “It is another deeply disconcerting suggestion that the President is not accepting the professional briefings from the 17 d…,Wed Jan 30 23:49:40 +0000 2019,-0.2924,0.0,0.902,0.098
333,CNN,"Joaquín ""El Chapo"" Guzmán headed a global narcotics empire greased for decades with corruption and violence, a pros… https://t.co/tAJvBr6UTT",Wed Jan 30 23:44:16 +0000 2019,-0.6249,0.0,0.796,0.204
334,CNN,RT @CNNSitRoom: Democratic Sen. @ChrisCoons on the report that Trump and Putin met privately in November: “There’s no good answer for why t…,Wed Jan 30 23:36:26 +0000 2019,0.1779,0.111,0.805,0.084
335,CNN,14-year old Grant Thompson was trying to add a friend to a group FaceTime chat when he discovered the Apple bug tha… https://t.co/Su2DuofdZr,Wed Jan 30 23:34:41 +0000 2019,0.6908,0.231,0.769,0.0
336,CNN,"Instead of sugary treats, fatty chips, or high-calorie sodas, a vending machine at this elementary school is filled… https://t.co/RuOmGCKUW1",Wed Jan 30 23:31:05 +0000 2019,0.0,0.0,1.0,0.0
337,CNN,A 96-day church service to prevent a family from being deported in the Netherlands ends with government deal to giv… https://t.co/NXck3L1syp,Wed Jan 30 23:26:04 +0000 2019,0.0258,0.058,0.942,0.0
338,CNN,Not all CEOs make good presidents. These are the ones that do | By Hal Gregersen for @CNNBusiness Perspectives… https://t.co/a72emXcHy3,Wed Jan 30 23:16:33 +0000 2019,0.4404,0.139,0.861,0.0
339,CNN,RT @CNNSitRoom: “These meetings are all occurring in a period of time in which the President of the United States is taking pro-Russia posi…,Wed Jan 30 23:12:17 +0000 2019,0.4215,0.113,0.887,0.0
340,BBC News (World),#Brexit: European papers lose patience with UK backstop move https://t.co/s6XNQ8C3DF,Wed Jan 30 11:08:57 +0000 2019,-0.4019,0.0,0.769,0.231
341,BBC News (World),"""His death...is a loss to all of Africa. He was a journalist for Africa""

Earlier this month, journalist Ahmed Huss… https://t.co/zW2tgkN994",Wed Jan 30 11:01:22 +0000 2019,-0.3182,0.0,0.887,0.113
342,BBC News (World),Hebron: Palestinians denounce Israeli decision to end observer mission https://t.co/4GtKh4cT1i,Wed Jan 30 09:02:35 +0000 2019,-0.34,0.0,0.789,0.211
343,BBC News (World),Polar vortex hits North America - in pictures https://t.co/BV1azWaMht,Wed Jan 30 08:06:12 +0000 2019,0.0,0.0,1.0,0.0
344,BBC News (World),Hakeem Al-Araibi: Bahraini footballer's wife pleads for his release https://t.co/wcUD6jI1CZ,Wed Jan 30 07:43:10 +0000 2019,0.0,0.0,1.0,0.0
345,BBC News (World),Mother and four children murdered in India 'witch hunt' https://t.co/OsNUt541kQ,Wed Jan 30 07:36:15 +0000 2019,-0.7845,0.0,0.537,0.463
346,BBC News (World),Brexit vote: May and Varadkar to hold talks https://t.co/zAADHY6Eih,Wed Jan 30 07:33:53 +0000 2019,0.0,0.0,1.0,0.0
347,BBC News (World),"RT @BBCNewsAsia: On that note, did you hear about the sisters in India and their epic Himalayan mountain trek - just to get to school? 

A…",Wed Jan 30 07:30:03 +0000 2019,0.0,0.0,1.0,0.0
348,BBC News (World),"RT @BBCNewsAsia: Imagine if you had to wade through deep mangroves and fight against currents just to get to school. 

This is a daily rout…",Wed Jan 30 07:28:36 +0000 2019,-0.3818,0.0,0.898,0.102
349,BBC News (World),Irish nurses set for 24-hour strike over pay dispute https://t.co/IXm7pctVqf,Wed Jan 30 06:49:53 +0000 2019,-0.5574,0.0,0.556,0.444
350,BBC News (World),Woman dies carrying pram down stairs on New York subway https://t.co/y5OV9aCDAd,Wed Jan 30 04:23:23 +0000 2019,0.0,0.0,1.0,0.0
351,BBC News (World),Little blue penguins stolen from nest with crowbar in NZ https://t.co/2foXL4OItI,Wed Jan 30 04:14:24 +0000 2019,-0.4472,0.0,0.773,0.227
352,BBC News (World),RT @SallyBundockBBC: Researchers are one step closer to creating technology that can read people's thoughts. This offers hope to those depr…,Wed Jan 30 03:58:15 +0000 2019,0.6249,0.212,0.788,0.0
353,BBC News (World),Darren Weir: Australian police raid top horse trainer's stables https://t.co/8VZv6DkVx9,Wed Jan 30 03:16:22 +0000 2019,0.2023,0.167,0.833,0.0
354,BBC News (World),Holocaust: How a US TV series changed Germany https://t.co/4c2clj90bW,Wed Jan 30 01:47:02 +0000 2019,0.0,0.0,1.0,0.0
355,BBC News (World),Murder in Accra: The life and death of Ahmed Hussein-Suale https://t.co/yBzsHI7InP,Wed Jan 30 01:23:46 +0000 2019,-0.8625,0.0,0.511,0.489
356,BBC News (World),Stacey Abrams: Georgia Democrat to respond to Trump State of the Union https://t.co/7TSfRVIHPR,Wed Jan 30 00:56:24 +0000 2019,0.0,0.0,1.0,0.0
357,BBC News (World),Getting boats to children who have to swim to school https://t.co/7OYeIxOOha,Wed Jan 30 00:28:50 +0000 2019,0.0,0.0,1.0,0.0
358,BBC News (World),North Korea nuclear: US intelligence report says regime to keep weapons https://t.co/IOePeT772r,Wed Jan 30 00:15:08 +0000 2019,0.0516,0.194,0.625,0.181
359,BBC News (World),Kevin and Julia Garratt on their experience as detainees in China https://t.co/6ST1aU7vvP,Tue Jan 29 22:55:55 +0000 2019,0.0,0.0,1.0,0.0
360,CBS News,"Foxconn promised Wisconsin a $10 billion blue-collar manufacturing center. Now it says the factory will be a ""resea… https://t.co/x9kCMHfKPz",Wed Jan 30 18:19:45 +0000 2019,0.3612,0.135,0.865,0.0
361,CBS News,"What's in store for your tax refunds after the government shutdown? ""The most chaotic tax season in three decades""… https://t.co/dKXmG1DUcY",Wed Jan 30 17:59:58 +0000 2019,-0.5413,0.0,0.845,0.155
362,CBS News,Mom holding 1-year-old dies after falling down NYC subway stairs https://t.co/diGDtIeedd https://t.co/rQ2SwwTvvA,Wed Jan 30 17:20:45 +0000 2019,-0.1531,0.0,0.873,0.127
363,CBS News,"U.K.'s Theresa May needs to renegotiate her Brexit deal, but the EU won't budge https://t.co/I1GkVT4mUj https://t.co/08o84hJGcy",Wed Jan 30 17:09:14 +0000 2019,0.0,0.0,1.0,0.0
364,CBS News,"RT @CBSThisMorning: WATCH: We’re revealing a new #SuperBowl PSA that empowers young girls to get in the game.

@CBS partnered with @girls_i…",Wed Jan 30 17:01:57 +0000 2019,0.0,0.0,1.0,0.0
365,CBS News,"Taliban talks reconciliation, ex-U.S envoy says don't trust them https://t.co/uHTA9QAsga https://t.co/omgDWHavmJ",Wed Jan 30 16:40:51 +0000 2019,-0.4023,0.0,0.787,0.213
366,CBS News,"The Federal Reserve is expected to leave rates unchanged, but investors want reassurance the pause will last… https://t.co/dhVmUc0t7t",Wed Jan 30 16:20:50 +0000 2019,0.5574,0.226,0.721,0.053
367,CBS News,Americans buy pricey TVs to watch the Super Bowl -- then return them https://t.co/CvvNm6V9ZI https://t.co/4YIUkDfcEh,Wed Jan 30 16:00:36 +0000 2019,0.5994,0.218,0.782,0.0
368,CBS News,"RT @CBSSunday: Tomorrow

There's a brand new episode of #Mobituaries with @MoRocca! This week's story honors 3 remarkable pioneers from civ…",Wed Jan 30 15:51:19 +0000 2019,0.8016,0.297,0.703,0.0
369,CBS News,"Chicago is set to experience one of its coldest days on record, with the high temperature expected to be 12 degrees… https://t.co/Y71HexVHS7",Wed Jan 30 15:40:33 +0000 2019,0.0,0.0,1.0,0.0
370,CBS News,An unidentified man was caught on video violently punching two women at a Los Angeles food cart. Police are now sea… https://t.co/i0dZEsYGe4,Wed Jan 30 15:21:29 +0000 2019,-0.5859,0.0,0.84,0.16
371,CBS News,"Heavy metals such as arsenic and lead were found in 45 different fruit juices, a new report finds. Here's what pare… https://t.co/j4sgwuQilK",Wed Jan 30 15:04:14 +0000 2019,0.0,0.0,1.0,0.0
372,CBS News,"PARENTS BEWARE: Tyson recalls more than 36,000 pounds of chicken nuggets due to rubber contamination… https://t.co/AywBssS6ci",Wed Jan 30 15:00:51 +0000 2019,0.0,0.0,1.0,0.0
373,CBS News,"President Trump hails ""best"" relationship with N. Korea despite intel chiefs' nuclear assessment… https://t.co/f5YvWjFWI8",Wed Jan 30 14:40:43 +0000 2019,0.0,0.0,1.0,0.0
374,CBS News,"Bill Clinton unveils projects to aid Puerto Rico, Caribbean in wake of deadly hurricanes https://t.co/2CchPINanB https://t.co/7IVi9kwyn1",Wed Jan 30 14:20:52 +0000 2019,0.0,0.0,1.0,0.0
375,CBS News,"Pharmaceutical exec gave lap dance to doctor in drug bribes scheme, witness says https://t.co/5mQxeLFMZy https://t.co/nJkv8jHe3n",Wed Jan 30 14:00:55 +0000 2019,0.0,0.0,1.0,0.0
376,CBS News,USPS suspends delivery in several states impacted by the polar vortex https://t.co/rXt63Ed5OO https://t.co/sGfWSqJ2ye,Wed Jan 30 13:40:30 +0000 2019,0.0,0.0,1.0,0.0
377,CBS News,A torrent of muddy mining waste unleashed by a dam breach that killed at least 84  people in southeastern Brazil co… https://t.co/Dnr9o1jajP,Wed Jan 30 13:20:39 +0000 2019,-0.8074,0.0,0.711,0.289
378,CBS News,"Police investigate possible hate crime against ""Empire"" actor Jussie Smollett who claimed he was attacked on a Chic… https://t.co/iW5eH4QWpT",Wed Jan 30 13:00:39 +0000 2019,-0.8807,0.0,0.595,0.405
379,CBS News,"Human trafficking of girls in particular ""on the rise,"" United Nations warns https://t.co/aT5QsElplD https://t.co/5BQTetsfQv",Wed Jan 30 12:40:53 +0000 2019,0.34,0.173,0.741,0.086
380,The New York Times,Breaking News: The Federal Reserve indicated for the first time in recent years that it did not anticipate any addi… https://t.co/Hx303Pnwxx,Wed Jan 30 19:08:36 +0000 2019,0.0,0.0,1.0,0.0
381,The New York Times,The death of Malaysia Goodson in a New York City subway station is prompting discussion about the dangers of naviga… https://t.co/wdg0MyLzOm,Wed Jan 30 19:05:07 +0000 2019,-0.7964,0.0,0.717,0.283
382,The New York Times,"RT @amychozick: I spent some time with Lorena Bobbitt, and will never think about what she did the same way. My story... https://t.co/ZmfGl…",Wed Jan 30 18:50:05 +0000 2019,0.0,0.0,1.0,0.0
383,The New York Times,"If you live in a part of the U.S. gripped by the polar vortex, experts say you really shouldn't go outside. But if… https://t.co/R0M40mH7Ms",Wed Jan 30 18:35:02 +0000 2019,0.0,0.0,1.0,0.0
384,The New York Times,"As many as 5 deaths have been attributed to the extreme cold gripping the Midwest U.S., including a man believed to… https://t.co/KWWxB9N3ji",Wed Jan 30 18:21:01 +0000 2019,0.0,0.0,1.0,0.0
385,The New York Times,Breaking News: Foxconn is rethinking plans for manufacturing in Wisconsin. Its pledge to build a $10 billion factor… https://t.co/bGwhAzxnad,Wed Jan 30 18:04:25 +0000 2019,0.0,0.0,1.0,0.0
386,The New York Times,"What is the Irish backstop, and why is it holding up Brexit? https://t.co/EeQFIfu3VI",Wed Jan 30 18:00:05 +0000 2019,0.0,0.0,1.0,0.0
387,The New York Times,"You might think the Strand, the city’s biggest and most famous indie book shop, is a no-brainer for landmark status… https://t.co/inK2cpROQM",Wed Jan 30 17:45:09 +0000 2019,0.0772,0.064,0.936,0.0
388,The New York Times,"In Opinion 

The editorial board writes, ""Attempting to hold this administration to account will be among the new D… https://t.co/JgDdW2h7LV",Wed Jan 30 17:30:10 +0000 2019,0.0,0.0,1.0,0.0
389,The New York Times,How many profiles on Facebook are fake? The company has reported estimates that fluctuate and don't quite add up. https://t.co/JEFOKpnizT,Wed Jan 30 17:15:04 +0000 2019,-0.4767,0.0,0.86,0.14
390,The New York Times,Democrats considering a presidential run as a moderate would test whether there is a large audience of primary vote… https://t.co/tsSSRe9PLd,Wed Jan 30 17:00:04 +0000 2019,0.0,0.0,1.0,0.0
391,The New York Times,More veterans will be able to choose private health care under new Trump administration rules. Critics fear public… https://t.co/H2xRbpywJe,Wed Jan 30 16:45:03 +0000 2019,-0.296,0.13,0.65,0.22
392,The New York Times,"""Is demand slipping?"" — and other questions analysts and investors will want to ask Elon Musk when Tesla reports fo… https://t.co/kQjDMqi4qE",Wed Jan 30 16:30:09 +0000 2019,-0.0516,0.062,0.865,0.072
393,The New York Times,"Emma Coronel Aispuro's husband, El Chapo, has been either incarcerated or on the run for their entire married life.… https://t.co/sqRihB2A69",Wed Jan 30 16:15:10 +0000 2019,0.0,0.0,1.0,0.0
394,The New York Times,Stephen Colbert took a short break from Trump-bashing to make a few jokes about the polar vortex. Here's our late-n… https://t.co/lh1v6fOGSo,Wed Jan 30 16:00:13 +0000 2019,0.25,0.1,0.9,0.0
395,The New York Times,"RT @NYTNational: ⚡️ “What You Need to Know About the Polar Vortex” 

https://t.co/20zZVwkYPM",Wed Jan 30 15:54:24 +0000 2019,0.0,0.0,1.0,0.0
396,The New York Times,"After narcotics officers knocked down the door of a Houston home, the first to enter was greeted by a charging dog… https://t.co/m4Jy6yXQmT",Wed Jan 30 15:45:03 +0000 2019,0.2732,0.1,0.9,0.0
397,The New York Times,"""In our society, a car is not just a car,"" said the Thailand country director for Greenpeace Southeast Asia. ""It's… https://t.co/A453qxf5U2",Wed Jan 30 15:30:06 +0000 2019,0.0,0.0,1.0,0.0
398,The New York Times,"In desperate bids to request asylum, families from Central America are crossing the U.S.-Mexico border in ever more… https://t.co/2WTeL7rQTH",Wed Jan 30 15:20:07 +0000 2019,-0.3182,0.0,0.887,0.113
399,The New York Times,"The cold that the middle of the U.S. woke up to on Wednesday was the sort that makes cars moan, that makes breathin… https://t.co/boniXk7gD7",Wed Jan 30 15:11:02 +0000 2019,-0.1531,0.0,0.935,0.065
400,Fox News,.@POTUS: “Hopefully we can all work together next year to continue delivering for the American people.”… https://t.co/FdLczQZN4g,Thu Nov 08 05:01:00 +0000 2018,0.0,0.0,1.0,0.0
401,Fox News,Former US Attorney Harry Litman on Whitaker &amp; Mueller probe: “I think most people think it’s unlikely that he would… https://t.co/6W1eHbZ7zZ,Thu Nov 08 04:55:00 +0000 2018,0.0,0.0,1.0,0.0
402,Fox News,Pete Davidson's 'SNL' castmate Kenan Thompson talks Dan Crenshaw joke: 'They are figuring out a way to right that w… https://t.co/MlIJF907FK,Thu Nov 08 04:50:00 +0000 2018,0.296,0.104,0.896,0.0
403,Fox News,".@jasoninthehouse: “Attorney General @jeffsessions is a patriot. He was a good Republican, and I applaud him for hi… https://t.co/lqmOqmHcJZ",Thu Nov 08 04:45:00 +0000 2018,0.7096,0.296,0.704,0.0
404,Fox News,"Tom Dupree on Acting Attorney General Matthew Whitaker: “Calls for him to recuse from Russia, I think, are meritles… https://t.co/74TWeQngjg",Thu Nov 08 04:35:00 +0000 2018,0.0,0.0,1.0,0.0
405,Fox News,"Cabinet shakeup expected after @jeffsessions pushed out, @edhenry reports @foxnewsnight https://t.co/6UTwyCpZRV https://t.co/MY7kH6s4T7",Thu Nov 08 04:25:00 +0000 2018,-0.1531,0.0,0.873,0.127
406,Fox News,"New reactions to Sessions resignation, Catherine Herridge has the story @foxnewsnight https://t.co/6UTwyCHBgv https://t.co/FaiATyMSgC",Thu Nov 08 04:14:15 +0000 2018,-0.296,0.0,0.845,0.155
407,Fox News,MLB star @Bharper3407 rejects $300M offer from Nationals: Reports (via @FoxBusiness) https://t.co/Bgfoyi7fNH,Thu Nov 08 04:05:00 +0000 2018,-0.4939,0.0,0.775,0.225
408,Fox News,Doug Schoen: Trump shouldn’t have fired Jeff Sessions – here’s why https://t.co/0ITTpZyqyx,Thu Nov 08 03:55:00 +0000 2018,-0.5574,0.0,0.735,0.265
409,Fox News,"Joseph diGenova on who could replace AG Sessions: ""@ChrisChristie would have the full confidence of @POTUS, which i… https://t.co/3eoxyIurd3",Thu Nov 08 03:52:26 +0000 2018,0.5106,0.155,0.845,0.0
410,Fox News,‘Brady Bunch’ cast to take part in TV home’s renovation: report https://t.co/rebtV4qkql,Thu Nov 08 03:48:00 +0000 2018,0.0,0.0,1.0,0.0
411,Fox News,".@TuckerCarlson: Dems' Election Message Was All 'Trump', No Substance https://t.co/CscvHQkfAX",Thu Nov 08 03:42:00 +0000 2018,-0.296,0.0,0.804,0.196
412,Fox News,"11-year-old in North Carolina charged with putting needles in Halloween candy, police say https://t.co/Dm3F07wpIt",Thu Nov 08 03:35:00 +0000 2018,-0.2023,0.0,0.878,0.122
